date,si,ci,hi,wi
2020-01-12,0.2734195394392935,0.4469736154290588,0.0,0.0
2020-01-13,0.2734195394392935,0.4469736154290588,0.0,0.0
2020-01-14,0.2734195394392935,0.4558579800258618,0.0,0.0
2020-01-15,0.3251830962665419,0.6462536110270448,0.0,0.0
2020-01-16,0.35269293201639745,0.6716587338707458,0.0,0.0
2020-01-17,0.35269293201639745,0.6716587338707458,0.0,0.0
2020-01-18,0.3670203868269733,0.6815896772773543,0.0,0.0
2020-01-19,0.3670203868269733,0.6815896772773543,0.0,0.0
2020-01-20,1.6299405728120613,2.179327317247641,0.0,0.0
2020-01-21,1.660507607230308,3.9018150053649543,0.0,0.0
2020-01-22,2.004684843315817,4.577517814400088,0.0,0.0
2020-01-23,2.359183701543456,4.868550636916389,0.009326766995900624,0.0
2020-01-24,2.81189809337772,5.249401326106693,0.009381792169917738,0.0
2020-01-25,3.085356700690566,5.920237158500014,0.009381792169917738,0.0
2020-01-26,3.33009711943214,6.121106556249484,0.01279335295897873,0.02798030098770187
2020-01-27,3.3573618180317495,6.3064852670096565,0.01279335295897873,0.028035326161718985
2020-01-28,3.392224392659642,6.339944974825983,0.01279335295897873,0.028035326161718985
2020-01-29,3.5047767353564256,6.430726332297025,0.01279335295897873,0.028035326161718985
2020-01-30,3.67617602553168,6.549512752084079,0.01279335295897873,0.028035326161718985
2020-01-31,4.754427875753156,9.312756486092388,0.01279335295897873,0.028035326161718985
2020-02-01,5.156982969708642,9.609992296475637,0.03144688695077998,0.028035326161718985
2020-02-02,8.216963710897735,11.724268302748508,0.03144688695077998,0.028035326161718985
2020-02-03,8.331753377170054,11.80958290918095,0.03144688695077998,0.028035326161718985
2020-02-04,8.663433020606927,12.039180950284754,0.03144688695077998,0.028035326161718985
2020-02-05,8.697942333617629,12.075956199961482,0.03144688695077998,0.028035326161718985
2020-02-06,8.709097036894379,12.083682284645224,0.03144688695077998,0.028035326161718985
2020-02-07,8.750693867444355,12.126845957025338,0.03144688695077998,0.028035326161718985
2020-02-08,8.753294357168404,12.128645280215697,0.03144688695077998,0.028035326161718985
2020-02-09,8.761234489779072,12.134506836877872,0.03144688695077998,0.028035326161718985
2020-02-10,8.743979970836657,12.124611109582634,0.03144688695077998,0.028035326161718985
2020-02-11,8.745048834841938,12.134814702726498,0.03144688695077998,0.028035326161718985
2020-02-12,9.013029686081381,12.320779431589951,0.03144688695077998,0.028035326161718985
2020-02-13,9.015550664428975,12.322522629102814,0.03144688695077998,0.028035326161718985
2020-02-14,9.015550664428975,12.322522629102814,0.03144688695077998,0.028035326161718985
2020-02-15,9.016416485542134,12.347063031336837,0.03144688695077998,0.028035326161718985
2020-02-16,9.016416485542134,12.391373978595206,0.03144688695077998,0.028035326161718985
2020-02-17,9.016416485542134,12.40707100998707,0.03144688695077998,0.028035326161718985
2020-02-18,9.016569180400031,12.407176933447051,0.03144688695077998,0.028035326161718985
2020-02-19,9.016950229730101,12.407442429911683,0.03144688695077998,0.028035326161718985
2020-02-20,9.151104905494261,12.500337029190854,0.03144688695077998,0.028035326161718985
2020-02-21,9.285158334938233,12.59354114507387,0.03144688695077998,0.028035326161718985
2020-02-22,9.395930613255564,12.670220650947808,0.03144688695077998,0.06377417668583377
2020-02-23,9.800246512779594,12.95155115965554,0.0576938949569428,0.06377417668583377
2020-02-24,9.855901174787464,12.977314496382094,0.0576938949569428,0.06883649269540815
2020-02-25,10.204400913417887,13.2962043634963,0.0576938949569428,0.09293751891490357
2020-02-26,10.476353756843755,13.590480920020909,0.0576938949569428,0.09299254408892067
2020-02-27,10.634228959749084,13.859110518062012,0.0576938949569428,0.09299254408892067
2020-02-28,10.844578644729964,15.138127218202326,0.0576938949569428,0.09304756926293778
2020-02-29,11.565741876908685,15.636995900624536,0.0576938949569428,0.09304756926293778
2020-03-01,12.750967067433349,16.54550114177236,0.0576938949569428,0.09458827413541696
2020-03-02,14.396069826945828,17.716199136104766,0.0576938949569428,0.09458827413541696
2020-03-03,14.572038132445593,17.868781192395517,0.06553498225438138,0.09458827413541696
2020-03-04,14.678179216991772,19.04797644922552,0.06553498225438138,0.09458827413541696
2020-03-05,18.86324483451179,22.013497124934656,0.08303298759182326,0.09458827413541696
2020-03-06,19.097191515118165,22.18389963408259,0.09962307755798278,0.09464329930943406
2020-03-07,19.10782265386414,22.215364404214924,0.09962307755798278,0.09464329930943406
2020-03-08,19.125866233801965,22.228348694527742,0.09962307755798278,0.09464329930943406
2020-03-09,19.696349905081572,22.735159985693453,0.14876055795526455,0.10639117396208765
2020-03-10,20.84893938977082,23.946963986023604,0.1490356838253501,0.1278234792417531
2020-03-11,22.13533991801249,24.86075274438055,0.1490356838253501,0.13613228051833712
2020-03-12,27.493648169037336,26.835328912977687,0.15173191735218863,0.1838115938041654
2020-03-13,28.60264093322695,27.602383140286676,0.3870470740363716,0.20700470465237844
2020-03-14,31.835556992323987,30.915499491017137,0.4454562962555369,0.23682834896965363
2020-03-15,34.79827606129804,32.9951393512532,1.293064076815143,0.28087600077035246
2020-03-16,42.979237626213994,38.66161829036784,1.3012628277436928,0.5361377830357388
2020-03-17,46.79279720472116,41.26020359314386,1.3515008116213165,0.6813217046798911
2020-03-18,50.579029080804474,43.70646490769526,1.3669628855201255,0.8062288496987372
2020-03-19,56.559980741189094,47.84745095881365,1.3766473161471373,2.074366522684128
2020-03-20,58.55649462128924,49.2346325694005,1.391311525022698,2.078630973670454
2020-03-21,63.90513137260296,52.93974853495474,1.4530497702698986,2.5227391531625716
2020-03-22,67.69422125622472,55.598913527939025,1.6816518557239937,2.621949541915426
2020-03-23,71.64389743307562,58.317619060720276,1.7045148155281042,2.6646215643656976
2020-03-24,72.78904091121689,59.08343907337606,1.7264148347869148,2.666162269238176
2020-03-25,73.12246897955814,59.302270063554076,1.7453985198228188,2.681679368311002
2020-03-26,73.50820122706138,59.604341761355826,1.7599801909373536,2.7139241202850304
2020-03-27,73.7405519024954,59.77052906704817,1.7628414999862436,2.7310644619913607
2020-03-28,73.77526398327234,59.80366027457561,1.7706550746966738,2.7315046633834976
2020-03-29,73.87645885492613,59.875773791509616,1.7717280655900074,2.732109940297686
2020-03-30,74.3234764904944,60.222127823479234,1.7956365037004427,2.7542025476655567
2020-03-31,74.5334957493053,60.39312818114286,1.8052383965664291,2.7542850854265826
2020-04-01,74.65937656477838,60.75883676782127,1.810273199988995,2.7557157399510275
2020-04-02,74.68673948331362,60.79271906897405,1.8309351528324207,2.755798277712053
2020-04-03,74.84055080199191,60.91776157592098,1.8355297548628497,2.754312598013591
2020-04-04,74.83667592923761,61.84059674801221,1.8357773681459266,2.7544226483616248
2020-04-05,74.83868819985143,61.88211324180812,1.8357773681459266,2.7544226483616248
2020-04-06,74.87829311910198,62.86477260846838,1.8365752331691747,2.7568712686053867
2020-04-07,75.02596280298236,63.01864940710375,1.8606762593886703,2.7699947726084684
2020-04-08,75.02628277436926,63.05980245962528,1.8487908218009739,2.7699947726084684
2020-04-09,75.04445208682972,63.112922937243795,1.844388807879605,2.7698572096734253
2020-04-10,75.06113626984346,63.138822186150165,1.8428205904201171,2.7802294549756508
2020-04-11,75.05854733540595,63.156086884749776,1.8438110435524253,2.780174429801634
2020-04-12,75.12575205656587,63.203241257875476,1.8438110435524253,2.780174429801634
2020-04-13,75.11569868214707,63.204189066497925,1.8426830274850743,2.7840537045698404
2020-04-14,75.06930530717803,63.23712190827303,1.8417475995267834,2.780642143780779
2020-04-15,75.03946488018268,63.21703827000853,1.8419677002228518,2.780642143780779
2020-04-16,75.08524830109775,63.278273310039346,1.8419677002228518,2.7811648829339415
2020-04-17,75.07709412056015,63.321539604369,1.8419677002228518,2.7811648829339415
2020-04-18,74.98788510743665,63.26214020414339,1.8411148100255865,2.781219908107959
2020-04-19,74.98005475004814,63.260812446694366,1.8392989792830217,2.781219908107959
2020-04-20,74.7915827991306,63.19016012325639,1.835254628992764,2.7724984180262466
2020-04-21,74.74787850441577,63.16008006162819,1.8338239744683191,2.771948166286075
2020-04-22,74.74335763611852,63.2028299446997,1.8331911849671225,2.7716455278289813
2020-04-23,74.73670454232811,63.19823094065535,1.8331911849671225,2.77148045230693
2020-04-24,74.78652213387625,63.242622499793654,1.8328610339230198,2.77148045230693
2020-04-25,74.7848394640548,63.2423847910419,1.8328610339230198,2.77148045230693
2020-04-26,74.81094175585329,63.26047321649655,1.8328610339230198,2.770049797782485
2020-04-27,74.74150879027154,63.38629240377473,1.831045203180455,2.7653726579910307
2020-04-28,74.73404490054199,63.5998170412964,1.8315954549206261,2.76385946570556
2020-04-29,74.71986463807191,63.838489008721496,1.8315954549206261,2.76385946570556
2020-04-30,74.70908878311826,63.84420667455361,1.8315954549206261,2.76385946570556
2020-05-01,74.65343467136213,63.8521971551985,1.826698214433103,2.7552755385588905
2020-05-02,74.63998541832888,63.842881393237406,1.8250474592125896,2.7552755385588905
2020-05-03,74.52399400225602,63.769459102539415,1.8250199466255812,2.747324400913418
2020-05-04,73.83265634027568,63.364012160563455,1.8077145293971992,2.7181335460973393
2020-05-05,73.85251052356452,63.377807246815415,1.819820067680964,2.717445731422125
2020-05-06,73.56984647976448,63.182990343081954,1.7235260131510164,2.7147494978952866
2020-05-07,73.47776790381599,63.133984097724706,1.7225905851927257,2.7147494978952866
2020-05-08,73.41574847992956,63.095842848103004,1.7223154593226402,2.714639447547252
2020-05-09,73.41529122073348,63.09608963600847,1.7223154593226402,2.714639447547252
2020-05-10,73.64876606047267,63.257747544501605,1.7409965059014498,2.723966214543153
2020-05-11,72.5963072605717,62.73475114865051,1.7029741106556249,2.6803862767216
2020-05-12,72.50969543566181,62.73819297328528,1.7028915728945992,2.6655294797369793
2020-05-13,71.10756321016865,61.753352408727,1.4840564558285416,2.6648416650617652
2020-05-14,70.79362698434532,61.53620518887391,1.4803972817564035,2.6617877679038155
2020-05-15,70.71796214268028,61.485653561504385,1.4630368393540043,2.6444548380884254
2020-05-16,70.59690538421327,61.40218202327565,1.462321512091782,2.65636778826313
2020-05-17,70.51842050237984,61.348558340440746,1.462321512091782,2.65636778826313
2020-05-18,70.45255757008832,61.90333397529369,1.450408561917077,2.647481222659366
2020-05-19,70.37799158114836,61.85174237213525,1.450408561917077,2.647481222659366
2020-05-20,70.34492062618648,61.86207444906044,1.4503810493300684,2.6469034583321864
2020-05-21,70.33363881475775,61.877454535449964,1.4491980080887006,2.6467658953971434
2020-05-22,70.23195284342586,61.80957300464962,1.4491980080887006,2.6349629955704734
2020-05-23,70.24602718243597,61.839728725892094,1.4491980080887006,2.6349629955704734
2020-05-24,70.24612897900789,61.839799158114836,1.4491980080887006,2.6349629955704734
2020-05-25,69.89662530607752,61.62640190387102,1.4248218559991195,2.606267367320549
2020-05-26,69.87749580433048,61.614757751671384,1.4246567804770682,2.606267367320549
2020-05-27,69.83219412881392,62.42596307810823,1.4129089058244146,2.6061573169725145
2020-05-28,69.83016067350813,62.42508129969461,1.4129089058244146,2.606129804385506
2020-05-29,69.38114397336781,62.120870498252955,1.3939252207885109,2.3863317467741485
2020-05-30,69.28726800011005,62.05302996120726,1.3885327537348335,2.3863317467741485
2020-05-31,69.28283269595839,62.05101879109692,1.388010014581671,2.3863042341871403
2020-06-01,68.3563201914876,62.423300409937546,1.3726304784438879,2.3619280820975592
2020-06-02,67.8657831457892,62.186610724406414,1.3726304784438879,2.3471538228739646
2020-06-03,67.70915976559276,62.07871186067626,1.3845288492989818,2.3452279417833655
2020-06-04,67.69982969708641,62.08865050760723,1.3727955539659396,2.3452279417833655
2020-06-05,67.597950037142,62.02784191267504,1.3726579910308967,2.3451178914353314
2020-06-06,67.43703194211352,61.91641786117149,1.3733733182931191,2.329958455993617
2020-06-07,67.43076044790492,61.91937849065947,1.3733733182931191,2.329958455993617
2020-06-08,68.37269403251987,62.564003356535615,1.363386249209013,2.3127080639392523
2020-06-09,68.33087545051862,62.5397287258921,1.3633587366220046,2.3127080639392523
2020-06-10,68.27919278069717,62.506190332076926,1.36115772966132,2.3127080639392523
2020-06-11,68.34033785456846,62.564576168597135,1.3612677800093542,2.3126805513522433
2020-06-12,68.13005447492228,62.419181225410625,1.3613228051833715,2.3132308030924147
2020-06-13,68.09427187938482,62.396370539521826,1.3613778303573885,2.3132858282664315
2020-06-14,68.0911670839409,62.394963820948085,1.3605799653341402,2.3132858282664315
2020-06-15,66.00843068203704,61.19939472308581,1.361652956227474,1.8923157344485102
2020-06-16,66.0017162351776,61.19474812226593,1.3613228051833715,1.892260709274493
2020-06-17,65.98663190909842,61.184305719866835,1.360717528269183,1.8908575673370567
2020-06-18,66.1636880622885,61.30647041021267,1.360717528269183,1.8942691281261177
2020-06-19,66.0820601425152,61.24993314441357,1.3563430269348227,1.8926733980796213
2020-06-20,66.07953586265717,61.2481899469007,1.3564255646958483,1.8926733980796213
2020-06-21,65.81432167716731,61.064876606047264,1.3448427655652462,1.8925083225575698
2020-06-22,65.21719894351666,61.08646765895397,1.3198613365614769,1.837373098192423
2020-06-23,65.17666850083913,61.05158114837538,1.3192560596472884,1.837373098192423
2020-06-24,65.16032464852671,61.0402712741079,1.319118496712246,1.8363001072990892
2020-06-25,65.16377060004953,61.04336836602745,1.320604176410708,1.8363001072990892
2020-06-26,64.90715519850332,60.923844884034445,1.3129556772223292,1.828624095523702
2020-06-27,64.8907340358214,60.91249621701928,1.3129556772223292,1.8278537430874624
2020-06-28,64.88861639199935,60.91103474839739,1.312405425482158,1.8278537430874624
2020-06-29,64.8865317632817,60.90958621069139,1.312405425482158,1.8278537430874624
2020-06-30,64.8522442017223,60.883430269348224,1.3123228877211324,1.8278537430874624
2020-07-01,64.77893801414147,61.64289514953091,1.3531515668418301,1.8474427050375546
2020-07-02,64.77261644702452,62.03870299550933,1.3531515668418301,1.8474427050375546
2020-07-03,64.8679527884007,61.71069139131153,1.3531515668418301,1.8594657055602937
2020-07-04,64.72867334305445,61.61481497785237,1.3648994414944837,1.8594657055602937
2020-07-05,64.71467411340689,61.600253390926355,1.3646518282114068,1.8560541447712327
2020-07-06,63.504584147247364,60.776439596115225,1.3646518282114068,1.8560541447712327
2020-07-07,63.101312075274436,60.496230500453954,1.3641841142322613,1.8560541447712327
2020-07-08,63.21388560266322,60.57435056538366,1.3851487055327814,1.8560266321842243
2020-07-09,63.136794783613496,60.52685393567557,1.3853137810548326,1.8560266321842243
2020-07-10,63.124751423776374,60.51851679643436,1.3849836300107297,1.8573197237736263
2020-07-11,63.04357526068176,60.46234544804248,1.3849836300107297,1.8573197237736263
2020-07-12,63.054779211489254,60.47007015709687,1.3884777285608167,1.8573197237736263
2020-07-13,62.97470822901477,60.420693867444356,1.3884777285608167,1.8558890692491814
2020-07-14,62.97445373758494,60.420517786887494,1.3884777285608167,1.8585302776020027
